title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,introduction,produce_year,runtime,rating
Glengarry Glen Ross,/title/tt0104348/,https://www.metacritic.com/movie/glengarry-glen-ross?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,102819,82,R,100 min,"
An examination of the machinations behind the scenes at a real estate office.",1992,100,7.7
The Maltese Falcon,/title/tt0033870/,https://www.metacritic.com/movie/the-maltese-falcon?ftag=MCD-06-10aaa1c,"Crime,Film-Noir,Mystery",Passed,155768,97,Passed,100 min,"
San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",1941,100,8.0
Seven Pounds,/title/tt0814314/,https://www.metacritic.com/movie/seven-pounds?ftag=MCD-06-10aaa1c,Drama,PG-13,298082,,PG-13,123 min,"
A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.",2008,123,7.6
High Noon,/title/tt0044706/,https://www.metacritic.com/movie/high-noon-re-release?ftag=MCD-06-10aaa1c,"Drama,Thriller,Western",PG,102433,89,PG,85 min,"
A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",1952,85,8.0
In the Name of the Father,/title/tt0107207/,https://www.metacritic.com/movie/in-the-name-of-the-father?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,169744,84,R,133 min,"
A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.",1993,133,8.1
Cool Hand Luke,/title/tt0061512/,https://www.metacritic.com/movie/cool-hand-luke?ftag=MCD-06-10aaa1c,"Crime,Drama",GP,173174,92,GP,127 min,"
A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",1967,127,8.1
Lost Highway,/title/tt0116922/,https://www.metacritic.com/movie/lost-highway?ftag=MCD-06-10aaa1c,"Mystery,Thriller",R,138920,,R,134 min,"
Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",1997,134,7.6
The Wrestler,/title/tt1125849/,https://www.metacritic.com/movie/the-wrestler?ftag=MCD-06-10aaa1c,"Drama,Sport",R,300504,80,R,109 min,"
A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",2008,109,7.9
The Road Warrior,/title/tt0082694/,https://www.metacritic.com/movie/the-road-warrior?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",R,176091,77,R,96 min,"
In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",1981,96,7.6
Hara-Kiri,/title/tt0056058/,https://www.metacritic.com/movie/harakiri?ftag=MCD-06-10aaa1c,"Action,Drama,Mystery",Not Rated,52563,85,Not Rated,133 min,"
When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",1962,133,8.6
The Name of the Rose,/title/tt0091605/,https://www.metacritic.com/movie/the-name-of-the-rose?ftag=MCD-06-10aaa1c,"Drama,History,Mystery",R,106858,,R,130 min,"
An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.",1986,130,7.7
Malcolm X,/title/tt0104797/,https://www.metacritic.com/movie/malcolm-x?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG-13,92457,73,PG-13,202 min,"
Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",1992,202,7.7
Battle Royale,/title/tt0266308/,https://www.metacritic.com/movie/battle-royale-2000?ftag=MCD-06-10aaa1c,"Action,Adventure,Drama",Not Rated,179465,81,Not Rated,114 min,"
In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",2000,114,7.6
Mississippi Burning,/title/tt0095647/,https://www.metacritic.com/movie/mississippi-burning?ftag=MCD-06-10aaa1c,"Crime,Drama,History",R,97641,65,R,128 min,"
Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.",1988,128,7.8
Talk to Her,/title/tt0287467/,https://www.metacritic.com/movie/talk-to-her?ftag=MCD-06-10aaa1c,"Drama,Mystery,Romance",R,110476,86,R,112 min,"
Two men share an odd friendship while they care for two women who are both in deep comas.",2002,112,7.9
A Christmas Story,/title/tt0085334/,https://www.metacritic.com/movie/a-christmas-story?ftag=MCD-06-10aaa1c,"Comedy,Family",PG,145756,77,PG,93 min,"
In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",1983,93,7.9
Butch Cassidy and the Sundance Kid,/title/tt0064115/,https://www.metacritic.com/movie/butch-cassidy-and-the-sundance-kid?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",PG,211951,66,PG,110 min,"
Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",1969,110,8.0
Paddington 2,/title/tt4468740/,https://www.metacritic.com/movie/paddington-2?ftag=MCD-06-10aaa1c,"Adventure,Comedy,Family",PG,71760,88,PG,103 min,"
Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",2017,103,7.8
Evil Dead II,/title/tt0092991/,https://www.metacritic.com/movie/evil-dead-ii?ftag=MCD-06-10aaa1c,"Comedy,Horror",R,158337,72,R,84 min,"
The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.",1987,84,7.7
M,/title/tt0022100/,https://www.metacritic.com/movie/evil-dead-ii?ftag=MCD-06-10aaa1c,"Crime,Mystery,Thriller",Passed,153903,,Passed,99 min,"
When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",1931,99,8.3
Fanny and Alexander,/title/tt0083922/,https://www.metacritic.com/movie/fanny-and-alexander-re-release?ftag=MCD-06-10aaa1c,Drama,R,62746,100,R,188 min,"
Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",1982,188,8.1
"Crouching Tiger, Hidden Dragon",/title/tt0190332/,https://www.metacritic.com/movie/crouching-tiger-hidden-dragon?ftag=MCD-06-10aaa1c,"Action,Adventure,Drama",PG-13,264166,94,PG-13,120 min,"
A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.",2000,120,7.8
Fallen Angels,/title/tt0112913/,https://www.metacritic.com/movie/fallen-angels?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",Not Rated,35772,71,Not Rated,99 min,"
This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",1995,99,7.7
Only the Brave,/title/tt3829920/,https://www.metacritic.com/movie/only-the-brave?ftag=MCD-06-10aaa1c,"Action,Biography,Drama",PG-13,65657,72,PG-13,134 min,"
Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",2017,134,7.6
Kiki's Delivery Service,/title/tt0097814/,https://www.metacritic.com/movie/kikis-delivery-service?ftag=MCD-06-10aaa1c,"Animation,Family,Fantasy",G,137901,83,G,103 min,"
A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",1989,103,7.9
Searching,/title/tt7668870/,https://www.metacritic.com/movie/searching?ftag=MCD-06-10aaa1c,"Drama,Mystery,Thriller",PG-13,157366,71,PG-13,102 min,"
After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",III 2018,102,7.6
The Best Offer,/title/tt1924396/,https://www.metacritic.com/movie/the-best-offer?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,115993,,R,131 min,"
A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.",2013,131,7.8
Rio Bravo,/title/tt0053221/,https://www.metacritic.com/movie/rio-bravo?ftag=MCD-06-10aaa1c,Western,Passed,60844,93,Passed,141 min,"
A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",1959,141,8.0
Adaptation.,/title/tt0268126/,https://www.metacritic.com/movie/adaptation?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,188708,83,R,115 min,"
A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.",2002,115,7.7
The Nightmare Before Christmas,/title/tt0107688/,https://www.metacritic.com/movie/the-nightmare-before-christmas?ftag=MCD-06-10aaa1c,"Animation,Family,Fantasy",PG,324269,82,PG,76 min,"
Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",1993,76,8.0
Eastern Promises,/title/tt0765443/,https://www.metacritic.com/movie/eastern-promises?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,238360,82,R,100 min,"
A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.",2007,100,7.6
Papillon,/title/tt0070511/,https://www.metacritic.com/movie/papillon-1969?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,128188,,R,151 min,"
A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",1973,151,8.0
Rebecca,/title/tt0032976/,https://www.metacritic.com/movie/rebecca-1940?ftag=MCD-06-10aaa1c,"Drama,Film-Noir,Mystery",Approved,133855,86,Approved,130 min,"
A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.",1940,130,8.1
Enter the Dragon,/title/tt0070034/,https://www.metacritic.com/movie/enter-the-dragon?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,102532,83,R,102 min,"
A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.",1973,102,7.7
Togo,/title/tt5116302/,https://www.metacritic.com/movie/togo?ftag=MCD-06-10aaa1c,"Adventure,Biography,Drama",PG,45947,69,PG,113 min,"
The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.",2019,113,8.0
Double Indemnity,/title/tt0036775/,https://www.metacritic.com/movie/double-indemnity?ftag=MCD-06-10aaa1c,"Crime,Drama,Film-Noir",Passed,153019,95,Passed,107 min,"
A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.",1944,107,8.3
Guess Who's Coming to Dinner,/title/tt0061735/,https://www.metacritic.com/movie/guess-whos-coming-to-dinner?ftag=MCD-06-10aaa1c,"Comedy,Drama",Approved,44314,63,Approved,108 min,"
A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.",1967,108,7.8
Nosferatu,/title/tt0013442/,https://www.metacritic.com/movie/guess-whos-coming-to-dinner?ftag=MCD-06-10aaa1c,"Fantasy,Horror",Not Rated,94233,,Not Rated,94 min,"
Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.",1922,94,7.9
Ip Man,/title/tt1220719/,https://www.metacritic.com/movie/ip-man?ftag=MCD-06-10aaa1c,"Action,Biography,Drama",R,220132,,R,106 min,"
During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",2008,106,8.0
Brief Encounter,/title/tt0037558/,https://www.metacritic.com/movie/brief-encounter?ftag=MCD-06-10aaa1c,"Drama,Romance",Not Rated,39100,92,Not Rated,86 min,"
Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",1945,86,8.0
Perfect Strangers,/title/tt4901306/,https://www.metacritic.com/movie/brief-encounter?ftag=MCD-06-10aaa1c,"Comedy,Drama",AL,63226,,AL,96 min,"
Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.",2016,96,7.8
The Man from Earth,/title/tt0756683/,https://www.metacritic.com/movie/brief-encounter?ftag=MCD-06-10aaa1c,"Drama,Fantasy,Mystery",Not Rated,183651,,Not Rated,87 min,"
An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.",2007,87,7.9
Freaks,/title/tt0022913/,https://www.metacritic.com/movie/freaks-1932?ftag=MCD-06-10aaa1c,"Drama,Horror",Not Rated,45271,80,Not Rated,64 min,"
A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",1932,64,7.9
Gandhi,/title/tt0083987/,https://www.metacritic.com/movie/gandhi?ftag=MCD-06-10aaa1c,"Biography,Drama",PG,225849,79,PG,191 min,"
The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.",1982,191,8.0
Sing Street,/title/tt3544112/,https://www.metacritic.com/movie/sing-street?ftag=MCD-06-10aaa1c,"Comedy,Drama,Music",PG-13,91330,79,PG-13,106 min,"
A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.",2016,106,7.9
Witness for the Prosecution,/title/tt0051201/,https://www.metacritic.com/movie/sing-street?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",Approved,120538,,Approved,116 min,"
A veteran British barrister must defend his client in a murder trial that has surprise after surprise.",1957,116,8.4
How to Train Your Dragon 2,/title/tt1646971/,https://www.metacritic.com/movie/how-to-train-your-dragon-2?ftag=MCD-06-10aaa1c,"Animation,Action,Adventure",PG,324096,77,PG,102 min,"
When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",2014,102,7.8
"Blood In, Blood Out",/title/tt0106469/,https://www.metacritic.com/movie/blood-in-blood-out?ftag=MCD-06-10aaa1c,"Crime,Drama",R,30711,,R,180 min,"
Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",1993,180,8.0
For a Few Dollars More,/title/tt0059578/,https://www.metacritic.com/movie/for-a-few-dollars-more?ftag=MCD-06-10aaa1c,Western,R,249163,74,R,132 min,"
Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.",1965,132,8.2
8½,/title/tt0056801/,https://www.metacritic.com/movie/-1963?ftag=MCD-06-10aaa1c,Drama,Not Rated,115636,91,Not Rated,138 min,"
A harried movie director retreats into his memories and fantasies.",1963,138,8.0
Once,/title/tt0907657/,https://www.metacritic.com/movie/once?ftag=MCD-06-10aaa1c,"Drama,Music,Romance",R,115126,88,R,86 min,"
A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",I 2007,86,7.8
The Raid 2,/title/tt2265171/,https://www.metacritic.com/movie/the-raid-2?ftag=MCD-06-10aaa1c,"Action,Crime,Thriller",R,120743,71,R,150 min,"
Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",2014,150,8.0
The Fall,/title/tt0460791/,https://www.metacritic.com/movie/the-fall?ftag=MCD-06-10aaa1c,"Adventure,Drama,Fantasy",R,110940,64,R,117 min,"
In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",2006,117,7.8
Roman Holiday,/title/tt0046250/,https://www.metacritic.com/movie/roman-holiday?ftag=MCD-06-10aaa1c,"Comedy,Romance",Passed,135638,78,Passed,118 min,"
A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.",1953,118,8.0
The Bridges of Madison County,/title/tt0112579/,https://www.metacritic.com/movie/the-bridges-of-madison-county?ftag=MCD-06-10aaa1c,"Drama,Romance",PG-13,79161,69,PG-13,135 min,"
Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.",1995,135,7.6
From Here to Eternity,/title/tt0045793/,https://www.metacritic.com/movie/from-here-to-eternity-re-release?ftag=MCD-06-10aaa1c,"Drama,Romance,War",Passed,46102,85,Passed,118 min,"
At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair.",1953,118,7.6
Bonnie and Clyde,/title/tt0061418/,https://www.metacritic.com/movie/bonnie-and-clyde?ftag=MCD-06-10aaa1c,"Action,Biography,Crime",R,110153,86,R,111 min,"
Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,111,7.8
Lucky Number Slevin,/title/tt0425210/,https://www.metacritic.com/movie/lucky-number-slevin?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,308994,,R,110 min,"
A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",2006,110,7.7
The Dirty Dozen,/title/tt0061578/,https://www.metacritic.com/movie/the-dirty-dozen?ftag=MCD-06-10aaa1c,"Action,Adventure,War",Approved,71348,73,Approved,150 min,"
During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",1967,150,7.7
The Iron Giant,/title/tt0129167/,https://www.metacritic.com/movie/the-iron-giant?ftag=MCD-06-10aaa1c,"Animation,Action,Adventure",PG,185418,85,PG,86 min,"
A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.",1999,86,8.0
Sabrina,/title/tt0047437/,https://www.metacritic.com/movie/sabrina?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",Passed,63492,72,Passed,113 min,"
A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",1954,113,7.6
Klaus,/title/tt4729430/,https://www.metacritic.com/movie/klaus?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,138808,65,PG,96 min,"
A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",2019,96,8.2
Rebel Without a Cause,/title/tt0048545/,https://www.metacritic.com/movie/rebel-without-a-cause?ftag=MCD-06-10aaa1c,Drama,PG-13,88615,89,PG-13,111 min,"
A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",1955,111,7.7
All That Jazz,/title/tt0078754/,https://www.metacritic.com/movie/all-that-jazz?ftag=MCD-06-10aaa1c,"Drama,Music,Musical",R,30794,72,R,123 min,"
Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",1979,123,7.9
All the President's Men,/title/tt0074119/,https://www.metacritic.com/movie/all-the-presidents-men?ftag=MCD-06-10aaa1c,"Drama,History,Thriller",PG,112160,84,PG,138 min,"
""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",1976,138,8.0
A Streetcar Named Desire,/title/tt0044081/,https://www.metacritic.com/movie/a-streetcar-named-desire?ftag=MCD-06-10aaa1c,Drama,PG,105858,97,PG,122 min,"
Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.",1951,122,8.0
Kung Fu Hustle,/title/tt0373074/,https://www.metacritic.com/movie/kung-fu-hustle?ftag=MCD-06-10aaa1c,"Action,Comedy,Fantasy",R,135597,78,R,99 min,"
In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",2004,99,7.8
Ran,/title/tt0089881/,https://www.metacritic.com/movie/ran?ftag=MCD-06-10aaa1c,"Action,Drama,War",R,122131,96,R,162 min,"
In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",1985,162,8.2
Ghost in the Shell,/title/tt0113568/,https://www.metacritic.com/movie/ghost-in-the-shell?ftag=MCD-06-10aaa1c,"Animation,Action,Crime",TV-MA,138901,76,TV-MA,83 min,"
A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.",1995,83,8.0
Hotel Rwanda,/title/tt0395169/,https://www.metacritic.com/movie/hotel-rwanda?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG-13,348765,79,PG-13,121 min,"
Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",2004,121,8.1
Nausicaä of the Valley of the Wind,/title/tt0087544/,https://www.metacritic.com/movie/nausicaa-of-the-valley-of-the-wind?ftag=MCD-06-10aaa1c,"Animation,Adventure,Sci-Fi",PG,164789,86,PG,117 min,"
Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.",1984,117,8.1
Sling Blade,/title/tt0117666/,https://www.metacritic.com/movie/sling-blade?ftag=MCD-06-10aaa1c,Drama,R,92465,84,R,135 min,"
Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",1996,135,8.0
Solaris,/title/tt0069293/,https://www.metacritic.com/movie/solaris-1972?ftag=MCD-06-10aaa1c,"Drama,Mystery,Sci-Fi",PG,88781,90,PG,167 min,"
A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.",1972,167,8.0
Amores perros,/title/tt0245712/,https://www.metacritic.com/movie/amores-perros?ftag=MCD-06-10aaa1c,"Drama,Thriller",R,235734,83,R,154 min,"
A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",2000,154,8.1
The Insider,/title/tt0140352/,https://www.metacritic.com/movie/the-insider?ftag=MCD-06-10aaa1c,"Biography,Drama,Thriller",R,168235,84,R,157 min,"
A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.",1999,157,7.8
Belle de Jour,/title/tt0061395/,https://www.metacritic.com/movie/the-insider?ftag=MCD-06-10aaa1c,"Drama,Romance",R,43363,,R,100 min,"
A frigid young housewife decides to spend her midweek afternoons as a prostitute.",1967,100,7.7
A Very Long Engagement,/title/tt0344510/,https://www.metacritic.com/movie/a-very-long-engagement?ftag=MCD-06-10aaa1c,"Drama,Mystery,Romance",R,73206,76,R,133 min,"
Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",2004,133,7.6
Flipped,/title/tt0817177/,https://www.metacritic.com/movie/flipped?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",PG,88164,,PG,90 min,"
Two eighth-graders start to have feelings for each other despite being total opposites.",I 2010,90,7.7
The Artist,/title/tt1655442/,https://www.metacritic.com/movie/the-artist?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",PG-13,238469,89,PG-13,100 min,"
An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.",I 2011,100,7.9
The Outlaw Josey Wales,/title/tt0075029/,https://www.metacritic.com/movie/the-outlaw-josey-wales?ftag=MCD-06-10aaa1c,Western,PG,71680,69,PG,135 min,"
Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.",1976,135,7.8
After Hours,/title/tt0088680/,https://www.metacritic.com/movie/after-hours?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",R,66906,90,R,97 min,"
An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.",I 1985,97,7.7
Like Stars on Earth,/title/tt0986264/,https://www.metacritic.com/movie/after-hours?ftag=MCD-06-10aaa1c,"Drama,Family",PG,186010,,PG,165 min,"
An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",2007,165,8.4
Persona,/title/tt0060827/,https://www.metacritic.com/movie/persona?ftag=MCD-06-10aaa1c,"Drama,Thriller",Not Rated,114145,86,Not Rated,83 min,"
A nurse is put in charge of a mute actress and finds that their personae are melding together.",1966,83,8.1
Mommy,/title/tt3612616/,https://www.metacritic.com/movie/mommy?ftag=MCD-06-10aaa1c,Drama,R,55375,74,R,139 min,"
A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",I 2014,139,8.1
Ponyo,/title/tt0876563/,https://www.metacritic.com/movie/ponyo?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",G,137592,86,G,101 min,"
A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",2008,101,7.7
My Left Foot,/title/tt0097937/,https://www.metacritic.com/movie/my-left-foot?ftag=MCD-06-10aaa1c,"Biography,Drama",R,72738,97,R,103 min,"
Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",1989,103,7.9
La Dolce Vita,/title/tt0053779/,https://www.metacritic.com/movie/la-dolce-vita-re-release?ftag=MCD-06-10aaa1c,"Comedy,Drama",Not Rated,71446,95,Not Rated,174 min,"
A series of stories following a week in the life of a philandering tabloid journalist living in Rome.",1960,174,8.0
The King of Comedy,/title/tt0085794/,https://www.metacritic.com/movie/the-king-of-comedy?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",PG,99344,73,PG,109 min,"
Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",1982,109,7.8
A Man Called Ove,/title/tt4080728/,https://www.metacritic.com/movie/a-man-called-ove?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",PG-13,52839,70,PG-13,116 min,"
Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",2015,116,7.7
Giant,/title/tt0049261/,https://www.metacritic.com/movie/giant-1956?ftag=MCD-06-10aaa1c,"Drama,Western",G,37815,84,G,201 min,"
Sprawling epic covering the life of a Texas cattle rancher and his family and associates.",1956,201,7.6
Cinderella Man,/title/tt0352248/,https://www.metacritic.com/movie/cinderella-man?ftag=MCD-06-10aaa1c,"Biography,Drama,History",PG-13,184148,69,PG-13,144 min,"
The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",2005,144,8.0
Modern Times,/title/tt0027977/,https://www.metacritic.com/movie/modern-times-re-release?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",G,234796,96,G,87 min,"
The Tramp struggles to live in modern industrial society with the help of a young homeless woman.",1936,87,8.5
Neon Genesis Evangelion: The End of Evangelion,/title/tt0169858/,https://www.metacritic.com/movie/modern-times-re-release?ftag=MCD-06-10aaa1c,"Animation,Action,Drama",TV-MA,50878,,TV-MA,87 min,"
Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).",1997,87,8.1
Pink Floyd: The Wall,/title/tt0084503/,https://www.metacritic.com/movie/pink-floyd-the-wall?ftag=MCD-06-10aaa1c,"Drama,Fantasy,Music",R,79678,,R,95 min,"
A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.",1982,95,8.0
21 Grams,/title/tt0315733/,https://www.metacritic.com/movie/21-grams?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",R,233389,70,R,124 min,"
A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",2003,124,7.6
The Remains of the Day,/title/tt0107943/,https://www.metacritic.com/movie/the-remains-of-the-day?ftag=MCD-06-10aaa1c,"Drama,Romance",PG,72113,86,PG,134 min,"
A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.",1993,134,7.8
